DA_CAN_RESTR_FLAG,DA_CAN_RESTR_KEY,DA_CAN_RESTR_REMARK,DA_CAN_RESTR_TYPE,DA_FREE_RESTR_FLAG,DA_FREE_RESTR_KEY,DA_FREE_RESTR_REMARK,PARENT_STATUS_NUMBER,RESTRICTION_TYPE
,,,,F,15,SURVEY LINES:    000204.00 FN            L,0908641,FREE_FORM
,,,,F,16,000554.00 FE            L,0908641,FREE_FORM
,02,,01,,,,0908642,CANNED
,03,,02,,,,0908642,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908642,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908642,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908642,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908642,FREE_FORM
,,,,F,05,LATERAL # TH1,0908642,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908642,FREE_FORM
,,,,F,07,LEASE LINES:     000207.00 FNE           L,0908642,FREE_FORM
,,,,F,08,004754.00 FSW           L,0908642,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908642,FREE_FORM
,,,,F,10,BH COUNTY: 311,0908642,FREE_FORM
,,,,F,11,SECTION: 1808    BLOCK:           ABSTRACT: 1031,0908642,FREE_FORM
,,,,F,12,SURVEY NAME:     BS&F/ G B ROBBINS,0908642,FREE_FORM
,,,,F,13,LEASE LINES:     011077.00 FS            L,0908642,FREE_FORM
,,,,F,14,001041.00 FW            L,0908642,FREE_FORM
,,,,F,15,SURVEY LINES:    000686.00 FS            L,0908642,FREE_FORM
,,,,F,16,001252.00 FW            L,0908642,FREE_FORM
,02,,01,,,,0908644,CANNED
,03,,02,,,,0908644,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908644,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908644,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908644,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908644,FREE_FORM
,,,,F,05,LATERAL # TH1,0908644,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908644,FREE_FORM
,,,,F,07,LEASE LINES:     000214.00 FNE           L,0908644,FREE_FORM
,,,,F,08,005354.00 FSW           L,0908644,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908644,FREE_FORM
,,,,F,10,BH COUNTY: 311,0908644,FREE_FORM
,,,,F,11,SECTION: 1808    BLOCK:           ABSTRACT: 1031,0908644,FREE_FORM
,,,,F,12,SURVEY NAME:     BS&F/ G B ROBBINS,0908644,FREE_FORM
,,,,F,13,LEASE LINES:     011075.00 FS            L,0908644,FREE_FORM
,,,,F,14,001910.00 FW            L,0908644,FREE_FORM
,,,,F,15,SURVEY LINES:    000672.00 FS            L,0908644,FREE_FORM
,,,,F,16,002121.00 FW            L,0908644,FREE_FORM
,02,,01,,,,0908645,CANNED
,03,,02,,,,0908645,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908645,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908645,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908645,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908645,FREE_FORM
,,,,F,05,LATERAL # TH1,0908645,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908645,FREE_FORM
,,,,F,07,LEASE LINES:     000210.00 FNE           L,0908645,FREE_FORM
,,,,F,08,005946.00 FSW           L,0908645,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908645,FREE_FORM
,,,,F,10,BH COUNTY: 311,0908645,FREE_FORM
,,,,F,11,SECTION: 1808    BLOCK:           ABSTRACT: 1031,0908645,FREE_FORM
,,,,F,12,SURVEY NAME:     BS&F/ G B ROBBINS,0908645,FREE_FORM
,,,,F,13,LEASE LINES:     011073.00 FS            L,0908645,FREE_FORM
,,,,F,14,001388.00 FE            L,0908645,FREE_FORM
,,,,F,15,SURVEY LINES:    000657.00 FS            L,0908645,FREE_FORM
,,,,F,16,001535.00 FE            L,0908645,FREE_FORM
,02,,01,,,,0908646,CANNED
,03,,02,,,,0908646,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908646,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908646,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908646,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908646,FREE_FORM
,,,,F,05,LATERAL # TH1,0908646,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908646,FREE_FORM
,,,,F,07,LEASE LINES:     010884.00 FNE           L,0908646,FREE_FORM
,,,,F,08,006549.00 FSW           L,0908646,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908646,FREE_FORM
,,,,F,10,BH COUNTY: 311,0908646,FREE_FORM
,,,,F,11,SECTION: 1808    BLOCK:           ABSTRACT: 1031,0908646,FREE_FORM
,,,,F,12,SURVEY NAME:     BS&F/ G B ROBBINS,0908646,FREE_FORM
,,,,F,13,LEASE LINES:     011070.00 FS            L,0908646,FREE_FORM
,,,,F,14,000516.00 FE            L,0908646,FREE_FORM
,,,,F,15,SURVEY LINES:    000643.00 FS            L,0908646,FREE_FORM
,,,,F,16,000666.00 FE            L,0908646,FREE_FORM
,02,,01,,,,0905498,CANNED
,03,,03,,,,0905498,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0905498,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0905498,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0905498,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0905498,FREE_FORM
,02,,01,,,,0908672,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908672,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908672,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908672,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908672,FREE_FORM
,,,,P,05,THE GROUNDWATER DETERMINATION IS KNOWN IN THIS AREA PLEASE USE THE EXI,0908672,FREE_FORM
,,,,P,06,STING DETERMINATION LETTER  GAU# 176782.  THERE IS NO REQUIREMENT TO O,0908672,FREE_FORM
,,,,P,07,RDER A DETERMINATION WITHIN THESE DESIGNATED ABSTRACTS AND NO REFUNDS,0908672,FREE_FORM
,,,,,08,WILL BE GIVEN SHOULD YOU CHOOSE TO PLACE AN ORDER.,0908672,FREE_FORM
,02,,01,,,,0908318,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908318,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908318,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908318,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908318,FREE_FORM
,,,,P,05,THE GROUNDWATER DETERMINATION IS KNOWN IN THIS AREA PLEASE USE THE EXI,0908318,FREE_FORM
,,,,P,06,STING DETERMINATION LETTER  GAU# 176782.  THERE IS NO REQUIREMENT TO O,0908318,FREE_FORM
,,,,P,07,RDER A DETERMINATION WITHIN THESE DESIGNATED ABSTRACTS AND NO REFUNDS,0908318,FREE_FORM
,,,,,08,WILL BE GIVEN SHOULD YOU CHOOSE TO PLACE AN ORDER.,0908318,FREE_FORM
,02,,01,,,,0908311,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908311,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908311,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908311,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908311,FREE_FORM
,,,,P,05,THE GROUNDWATER DETERMINATION IS KNOWN IN THIS AREA PLEASE USE THE EXI,0908311,FREE_FORM
,,,,P,06,STING DETERMINATION LETTER  GAU# 176782.  THERE IS NO REQUIREMENT TO O,0908311,FREE_FORM
,,,,P,07,RDER A DETERMINATION WITHIN THESE DESIGNATED ABSTRACTS AND NO REFUNDS,0908311,FREE_FORM
,,,,,08,WILL BE GIVEN SHOULD YOU CHOOSE TO PLACE AN ORDER.,0908311,FREE_FORM
,02,,01,,,,0908938,CANNED
,03,,02,,,,0908938,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908938,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908938,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908938,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908938,FREE_FORM
,,,,F,05,LATERAL # TH1,0908938,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908938,FREE_FORM
,,,,F,07,LEASE LINES:     000568.00 FE            L,0908938,FREE_FORM
,,,,F,08,000896.00 FN            L,0908938,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908938,FREE_FORM
,,,,F,10,BH COUNTY: 025,0908938,FREE_FORM
,,,,F,11,SECTION: 121     BLOCK:           ABSTRACT: 174,0908938,FREE_FORM
,,,,F,12,"SURVEY NAME:     HATTON, W T",0908938,FREE_FORM
,,,,F,13,LEASE LINES:     000111.00 FS            L,0908938,FREE_FORM
,,,,F,14,000531.00 FE            L,0908938,FREE_FORM
,,,,F,15,SURVEY LINES:    000111.00 FS            L,0908938,FREE_FORM
,,,,F,16,000531.00 FE            L,0908938,FREE_FORM
,02,,01,,,,0908164,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908164,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908164,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908164,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908164,FREE_FORM
,,,,F,05,LATERAL # TH1,0908164,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908164,FREE_FORM
,,,,F,07,LEASE LINES:     000607.00 FWEST         L,0908164,FREE_FORM
,,,,F,08,000101.00 FSOUTH        L,0908164,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908164,FREE_FORM
,,,,F,10,BH COUNTY: 033,0908164,FREE_FORM
,,,,F,11,SECTION: 6       BLOCK: 33 T3N    ABSTRACT: 1142,0908164,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO / HARVEY, O",0908164,FREE_FORM
,,,,F,13,LEASE LINES:     000330.00 FWEST         L,0908164,FREE_FORM
,,,,F,14,000100.00 FNORTH        L,0908164,FREE_FORM
,,,,F,15,SURVEY LINES:    002971.00 FWEST         L,0908164,FREE_FORM
,,,,F,16,000100.00 FNORTH        L,0908164,FREE_FORM
,02,,01,,,,0908165,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908165,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908165,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908165,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908165,FREE_FORM
,,,,F,05,LATERAL # TH1,0908165,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908165,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSOUTH        L,0908165,FREE_FORM
,,,,F,08,001927.00 FWEST         L,0908165,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908165,FREE_FORM
,,,,F,10,BH COUNTY: 033,0908165,FREE_FORM
,,,,F,11,SECTION: 6       BLOCK: 33 T3N    ABSTRACT: 1142,0908165,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO / HARVEY, O",0908165,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0908165,FREE_FORM
,,,,F,14,001650.00 FWEST         L,0908165,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0908165,FREE_FORM
,,,,F,16,001832.00 FEAST         L,0908165,FREE_FORM
,02,,01,,,,0908166,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908166,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908166,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908166,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908166,FREE_FORM
,,,,F,05,LATERAL # TH1,0908166,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908166,FREE_FORM
,,,,F,07,LEASE LINES:     000156.00 FSOUTH        L,0908166,FREE_FORM
,,,,F,08,000330.00 FWEST         L,0908166,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908166,FREE_FORM
,,,,F,10,BH COUNTY: 033,0908166,FREE_FORM
,,,,F,11,SECTION: 44      BLOCK: 33 T4N    ABSTRACT: 1125,0908166,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO / GRAVES, L D",0908166,FREE_FORM
,,,,F,13,LEASE LINES:     005381.00 FNORTH        L,0908166,FREE_FORM
,,,,F,14,001141.00 FWEST         L,0908166,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0908166,FREE_FORM
,,,,F,16,001141.00 FWEST         L,0908166,FREE_FORM
,02,,01,,,,0908167,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908167,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908167,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908167,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908167,FREE_FORM
,,,,F,05,LATERAL # TH1,0908167,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908167,FREE_FORM
,,,,F,07,LEASE LINES:     001185.00 FEAST         L,0908167,FREE_FORM
,,,,F,08,000156.00 FSOUTH        L,0908167,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908167,FREE_FORM
,,,,F,10,BH COUNTY: 033,0908167,FREE_FORM
,,,,F,11,SECTION: 44      BLOCK: 33 T4N    ABSTRACT: 1125,0908167,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO / GRAVES, L D",0908167,FREE_FORM
,,,,F,13,LEASE LINES:     002462.00 FWEST         L,0908167,FREE_FORM
,,,,F,14,005380.00 FNORTH        L,0908167,FREE_FORM
,,,,F,15,SURVEY LINES:    002462.00 FWEST         L,0908167,FREE_FORM
,,,,F,16,000100.00 FNORTH        L,0908167,FREE_FORM
,02,,01,,,,0908638,CANNED
,03,,02,,,,0908638,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908638,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908638,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908638,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908638,FREE_FORM
,,,,P,05,THE PURPOSE OF THIS W-1 IS TO RE-ENTER THE WELL AND REPLUG IT. THERE W,0908638,FREE_FORM
,,,,P,06,"ILL BE NO PRODUCTION, THIS IS PREVENTATIVE MAINTENANCE. FILING FEES HA",0908638,FREE_FORM
,,,,P,07,VE BEEN WAIVED. IF A COMPLETION PACKET IS SUBMITTED SHOWING THIS WELL,0908638,FREE_FORM
,,,,P,08,"AS A PRODUCER, AN INJECTOR, OR ANY OTHER PURPOSE OTHER THAN A REPLUG,",0908638,FREE_FORM
,,,,P,09,THEN AN AMENDED W-1 WILL BE REQUIRED TO COLLECT THE FILING FEES.,0908638,FREE_FORM
,,,,F,10,THE PURPOSE OF THIS W-1 IS TO RE-ENTER THE WELL AND REPLUG IT. THERE W,0908638,FREE_FORM
,,,,F,11,"ILL BE NO PRODUCTION, THIS IS PREVENTATIVE MAINTENANCE. FILING FEES HA",0908638,FREE_FORM
,,,,F,12,VE BEEN WAIVED. IF A COMPLETION PACKET IS SUBMITTED SHOWING THIS WELL,0908638,FREE_FORM
,,,,F,13,"AS A PRODUCER, AN INJECTOR, OR ANY OTHER PURPOSE OTHER THAN A REPLUG,",0908638,FREE_FORM
,,,,F,14,THEN AN AMENDED W-1 WILL BE REQUIRED TO COLLECT THE FILING FEES.,0908638,FREE_FORM
,,,,P,15,,0908638,FREE_FORM
,02,,01,,,,0907618,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907618,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907618,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907618,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907618,FREE_FORM
,,,,F,05,LATERAL # TH1,0907618,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907618,FREE_FORM
,,,,F,07,LEASE LINES:     000152.00 FNORTH        L,0907618,FREE_FORM
,,,,F,08,002020.00 FEAST         L,0907618,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907618,FREE_FORM
,,,,F,10,BH COUNTY: 227,0907618,FREE_FORM
,,,,F,11,SECTION: 6       BLOCK: 25        ABSTRACT: 1438,0907618,FREE_FORM
,,,,F,12,"SURVEY NAME:     H&TC RR CO / DITTO, W W",0907618,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FSOUTH        L,0907618,FREE_FORM
,,,,F,14,000591.00 FWEST         L,0907618,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FSOUTH        L,0907618,FREE_FORM
,,,,F,16,002020.00 FEAST         L,0907618,FREE_FORM
,02,,01,,,,0907619,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907619,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907619,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907619,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907619,FREE_FORM
,,,,F,05,LATERAL # TH1,0907619,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907619,FREE_FORM
,,,,F,07,LEASE LINES:     000174.00 FNORTH        L,0907619,FREE_FORM
,,,,F,08,002450.00 FEAST         L,0907619,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907619,FREE_FORM
,,,,F,10,BH COUNTY: 227,0907619,FREE_FORM
,,,,F,11,SECTION: 6       BLOCK: 25        ABSTRACT: 1438,0907619,FREE_FORM
,,,,F,12,"SURVEY NAME:     H&TC RR CO / DITTO, W W",0907619,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FSOUTH        L,0907619,FREE_FORM
,,,,F,14,000161.00 FWEST         L,0907619,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FSOUTH        L,0907619,FREE_FORM
,,,,F,16,002450.00 FEAST         L,0907619,FREE_FORM
,02,,01,,,,0907652,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907652,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907652,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907652,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907652,FREE_FORM
,,,,F,05,LATERAL # TH1,0907652,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907652,FREE_FORM
,,,,F,07,LEASE LINES:     000400.00 FSOUTH        L,0907652,FREE_FORM
,,,,F,08,001970.00 FWEST         L,0907652,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907652,FREE_FORM
,,,,F,10,BH COUNTY: 227,0907652,FREE_FORM
,,,,F,11,SECTION: 6       BLOCK: 25        ABSTRACT: 1438,0907652,FREE_FORM
,,,,F,12,"SURVEY NAME:     H&TC RR CO / DITTO, W W",0907652,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FSOUTH        L,0907652,FREE_FORM
,,,,F,14,000642.00 FEAST         L,0907652,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FSOUTH        L,0907652,FREE_FORM
,,,,F,16,001970.00 FWEST         L,0907652,FREE_FORM
,02,,01,,,,0907798,CANNED
,03,,06,,,,0907798,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907798,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907798,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907798,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907798,FREE_FORM
,02,,01,,,,0908558,CANNED
,03,,06,,,,0908558,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908558,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908558,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908558,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908558,FREE_FORM
,,,,F,05,LATERAL # TH1,0908558,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908558,FREE_FORM
,,,,F,07,LEASE LINES:     000345.00 FNORTH        L,0908558,FREE_FORM
,,,,F,08,000280.00 FWEST         L,0908558,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908558,FREE_FORM
,,,,F,10,BH COUNTY: 033,0908558,FREE_FORM
,,,,F,11,SECTION: 29      BLOCK: 31 T4N    ABSTRACT: 247,0908558,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0908558,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0908558,FREE_FORM
,,,,F,14,000440.00 FEAST         L,0908558,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0908558,FREE_FORM
,,,,F,16,000440.00 FEAST         L,0908558,FREE_FORM
,02,,01,,,,0908559,CANNED
,03,,06,,,,0908559,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908559,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908559,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908559,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908559,FREE_FORM
,,,,F,05,"NO PERFORATIONS OR TAKE POINTS MAY BE PLACED IN THE WELLBORE WHERE A """,0908559,FREE_FORM
,,,,F,06,"NO PERF ZONE"" WAS DESIGNATED ON THE PLAT THAT WAS APPROVED FOR THIS PE",0908559,FREE_FORM
,,,,F,07,"RMIT.  IF AT SUCH TIME THE NPZ'S ARE NO LONGER APPLICABLE, THEN AN AME",0908559,FREE_FORM
,,,,F,08,NDED PERMIT WILL BE REQUIRED TO REMOVE THE NPZ RESTRICTION BEFORE COMP,0908559,FREE_FORM
,,,,F,09,LETING THE WELL.,0908559,FREE_FORM
,,,,F,10,LATERAL # TH1,0908559,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908559,FREE_FORM
,,,,F,12,LEASE LINES:     000370.00 FNORTH        L,0908559,FREE_FORM
,,,,F,13,000280.00 FWEST         L,0908559,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908559,FREE_FORM
,,,,F,15,BH COUNTY: 033,0908559,FREE_FORM
,,,,F,16,SECTION: 5       BLOCK: 31 T3N    ABSTRACT: 218,0908559,FREE_FORM
,,,,F,17,SURVEY NAME:     T&P RR CO,0908559,FREE_FORM
,,,,F,18,LEASE LINES:     000100.00 FSOUTH        L,0908559,FREE_FORM
,,,,F,19,000495.00 FEAST         L,0908559,FREE_FORM
